개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),위생업태명,건물지상층수,건물지하층수,사용시작지상층,사용끝지상층,사용시작지하층,사용끝지하층,한실수,양실수,욕실수,발한실여부,좌석수,조건부허가신고사유,조건부허가시작일자,조건부허가종료일자,건물소유구분명,세탁기수,여성종사자수,남성종사자수,회수건조수,침대수,다중이용업소여부
3220000,3220000-202-1981-00307,19810922,,03,폐업,02,폐업,20030630,,,,02 5458684,193.48,135873,서울특별시 강남구 삼성동 108-3번지 ,,,대일탕,20030702000000,I,2018-08-31 23:59:59.0,공동탕업,205450.649748835    ,445887.767019747    ,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3220000,3220000-202-1981-00309,19810928,,03,폐업,02,폐업,20030218,,,,02 5629357,196.20,135913,서울특별시 강남구 역삼동 659-7번지 ,,,수원탕,20030228000000,I,2018-08-31 23:59:59.0,공동탕업,203049.773186505    ,444765.332557321    ,공동탕업,4,,,,,,,,,N,,,,,,,,,,,N
3220000,3220000-202-1982-00201,19820209,,01,영업/정상,01,영업,,,,,0205571221,475.76,135907,서울특별시 강남구 역삼동 604-11,서울특별시 강남구 봉은사로 150 (역삼동),06125,삼정사우나,20210422144944,U,2020-12-03 22:04:00.0,공동탕업,202699.226067088,444846.764226016,,,,,,,,,,,,,,,,,,,,,,
3220000,3220000-202-1982-00210,19820504,,03,폐업,02,폐업,19991202,,,,02 5124755,267.90,135812,서울특별시 강남구 논현동 5-3번지 ,,,광명대중사우나,20021026000000,I,2018-08-31 23:59:59.0,한증막업,,,한증막업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1982-00249,19821110,,03,폐업,02,폐업,20021017,,,,0205423508,317.08,135953,서울특별시 강남구 청담동 68-7번지 ,,,대신탕,20021026000000,I,2018-08-31 23:59:59.0,공동탕업,204802.926536616    ,446693.113699792    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1982-00295,19821208,,03,폐업,02,폐업,20030812,,,,,247.72,135859,서울특별시 강남구 도곡동 924-5번지 ,,,청수탕,20030812000000,I,2018-08-31 23:59:59.0,공동탕업,203262.656147915    ,442658.068014705    ,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3220000,3220000-202-1982-00313,19820304,,03,폐업,02,폐업,19970128,,,,02 5463320,174.10,135864,서울특별시 강남구 삼성동 25-31번지 ,,,안성탕,20010803000000,I,2018-08-31 23:59:59.0,공동탕업,204315.084203063    ,445793.671295979    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1982-00324,19821026,,03,폐업,02,폐업,20000404,,,,02 5439043,259.42,135896,서울특별시 강남구 신사동 643-2번지 ,,,유진탕,20000404000000,I,2018-08-31 23:59:59.0,공동탕업,203066.014252675    ,447247.654297357    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1983-00229,19830825,,03,폐업,02,폐업,20071217,,,,02 5574271,435.34,135935,서울특별시 강남구 역삼동 826-34번지 ,,,영동한증막,20021122000000,I,2018-08-31 23:59:59.0,한증막업,202606.768916674    ,443750.512867559    ,한증막업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1983-00305,19830319,,03,폐업,02,폐업,20070420,,,,02 5443335,484.50,135888,서울특별시 강남구 신사동 530-5번지 ,,,낙원탕,20021118000000,I,2018-08-31 23:59:59.0,공동탕업,201881.31429345     ,446797.821687852    ,공동탕업,3,0,2,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1983-00308,19831116,,01,영업/정상,01,영업,,,,,02 5454253,363.00,135894,서울특별시 강남구 신사동 615-1번지 코끼리 상가 지하1층 ,서울특별시 강남구 압구정로 216 (신사동,코끼리 상가 지하1층),06023,은성탕,20021127000000,I,2018-08-31 23:59:59.0,공동탕업,202672.379135431    ,447313.362226154    ,공동탕업,4,1,0,,1,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1983-00311,19830208,,03,폐업,02,폐업,20030225,,,,02 5441658,239.86,135957,서울특별시 강남구 청담동 126-2번지 ,,,한남탕,20030309000000,I,2018-08-31 23:59:59.0,공동탕업,204497.925304878    ,447085.209244218    ,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3220000,3220000-202-1983-00312,19830318,,03,폐업,02,폐업,20190225,,,,02 5749695,581.00,135810,서울특별시 강남구 개포동 660-1번지 ,서울특별시 강남구 개포로 310 (개포동),06321,옥산가옥목욕탕,20190305140632,U,2019-03-07 02:40:00.0,공동탕업,205137.172932747    ,442329.621421183    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1983-00314,19830409,,03,폐업,02,폐업,20080125,,,,02 5554945,141.60,135929,서울특별시 강남구 역삼동 789-1번지 ,,,역삼대중사우나,20021127000000,I,2018-08-31 23:59:59.0,공동탕업,203063.667182529    ,443570.894439032    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1983-00315,19830514,,03,폐업,02,폐업,20070724,,,,02 5451730,652.50,135833,서울특별시 강남구 논현동 277-3번지 ,,,용성탕,20021128000000,I,2018-08-31 23:59:59.0,공동탕업,203490.628487796    ,445297.371924994    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1983-00316,19830131,,03,폐업,02,폐업,19970602,,,,02 5425473,257.01,135892,서울특별시 강남구 신사동 582-8번지 ,,,천연탕,20010803000000,I,2018-08-31 23:59:59.0,공동탕업,202411.772269906    ,446961.607227637    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1983-00317,19830607,,03,폐업,02,폐업,20141007,,,,02 5666228,647.95,135280,서울특별시 강남구 대치동 989-2번지 ,3 ,서울특별시 강남구 도곡로 510 (대치동,,3),06282,은마목욕탕,20030315000000,I,2018-08-31 23:59:59.0,공동탕업,205408.737772774    ,444079.844884174    ,공동탕업,3,1,,,,,,,,N,,,,,,,,,,,N
3220000,3220000-202-1983-00318,19830620,,03,폐업,02,폐업,20000115,,,,02 5430506,300.54,135890,서울특별시 강남구 신사동 554-13번지 ,,,유가탕,20020314000000,I,2018-08-31 23:59:59.0,공동탕업,202036.037230419    ,446579.90292365     ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1983-00319,19831002,,03,폐업,02,폐업,19971028,,,,02 5467251,201.75,135872,서울특별시 강남구 삼성동 99-11번지 ,,,명원탕,20010803000000,I,2018-08-31 23:59:59.0,공동탕업,205706.475554939    ,446128.697925233    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1983-00320,19831110,,03,폐업,02,폐업,20030220,,,,02 5662834,302.26,135843,서울특별시 강남구 대치동 921-8번지 ,,,부곡탕,20030228000000,I,2018-08-31 23:59:59.0,공동탕업,204522.633212498    ,444183.489445519    ,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3220000,3220000-202-1983-00321,19831224,,03,폐업,02,폐업,20040305,,,,02 5471684,280.00,135827,서울특별시 강남구 논현동 181-8번지 ,,,인삼탕,20021118000000,I,2018-08-31 23:59:59.0,공동탕업,202300.540921385    ,445031.940057654    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1984-00245,19840407,,03,폐업,02,폐업,20130524,,,,0234422996,416.48,135953,서울특별시 강남구 청담동 70-14번지 ,서울특별시 강남구 학동로97길 15 (청담동),06072,육각수대중사우나,20051118000000,I,2018-08-31 23:59:59.0,공동탕업,204817.076665992    ,446503.384464255    ,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3220000,3220000-202-1984-00310,19841010,,03,폐업,02,폐업,20031201,,,,0205448323,280.08,135864,서울특별시 강남구 삼성동 10-0번지 ,,,령천탕,20010803000000,I,2018-08-31 23:59:59.0,공동탕업,203738.553477399    ,445890.48494627     ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1984-00322,19840107,,03,폐업,02,폐업,19980328,,,,02 5426818,198.22,135893,서울특별시 강남구 신사동 600-2번지 ,,,용수원탕,20010803000000,I,2018-08-31 23:59:59.0,공동탕업,202554.69855655     ,446841.542298088    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1984-00323,19840904,,03,폐업,02,폐업,20190211,,,,02   5523457,290.22,135842,서울특별시 강남구 대치동 976-7번지 지하1층 ,서울특별시 강남구 삼성로64길 35 (대치동,지하1층),06190,황실한증막,20190211135155,U,2019-02-13 02:40:00.0,공동탕업,205518.25935714     ,444278.539085068    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1984-00325,19840915,,03,폐업,02,폐업,20130612,,,,02  20553456,495.00,135808,서울특별시 강남구 개포동 656번지 시영A 입구 ,서울특별시 강남구 언주로 21 (개포동,시영A 입구),06310,수정목욕탕,20130408092212,I,2018-08-31 23:59:59.0,공동탕업,204721.445761221    ,441815.822474066    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1984-00326,19841101,,03,폐업,02,폐업,20020309,,,,02 5460519,272.50,135949,서울특별시 강남구 청담동 12-16번지 ,,,대성탕,20020319000000,I,2018-08-31 23:59:59.0,공동탕업,204065.549925316    ,446762.638251059    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1984-00328,19841218,,03,폐업,02,폐업,20060628,,,,02 5570856,299.00,135501,서울특별시 강남구 대치동 994-9번지 ,,,다모아,20020729000000,I,2018-08-31 23:59:59.0,공동탕업,205980.489521086    ,443997.301828734    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1984-00329,19841229,,03,폐업,02,폐업,20050302,,,,02 5458521,397.44,135869,서울특별시 강남구 삼성동 52-4번지 ,,,태양탕,20021119000000,I,2018-08-31 23:59:59.0,공동탕업,204470.581867921    ,446209.061657       ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1984-00335,19841203,,03,폐업,02,폐업,19960722,,,,02 5457171,283.59,135821,서울특별시 강남구 논현동 113-21번지 ,,,주화탕,19990203000000,I,2018-08-31 23:59:59.0,공동탕업,203339.5562634      ,446126.348621015    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1985-00330,19850530,,03,폐업,02,폐업,20191021,,,,02 5463791,312.93,135818,서울특별시 강남구 논현동 89-0번지 ,서울특별시 강남구 학동로33길 8 (논현동),06053,삼진대중탕,20191021095146,U,2019-10-23 02:40:00.0,공동탕업,202848.143328465    ,445900.144707755    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1985-00332,19850816,,03,폐업,02,폐업,20031211,,,,02 5535358,319.00,135911,서울특별시 강남구 역삼동 647-13번지 ,,,정수탕,20031211000000,I,2018-08-31 23:59:59.0,공동탕업,202891.175          ,444245.675000001    ,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3220000,3220000-202-1985-00333,19850911,,03,폐업,02,폐업,20040603,,,,02 5462685,521.08,135120,서울특별시 강남구 신사동 536-5번지 ,8 ,,,우림탕,20030315000000,I,2018-08-31 23:59:59.0,공동탕업,201943.931112159    ,446244.497031145    ,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3220000,3220000-202-1986-00188,19860922,,03,폐업,02,폐업,19980930,,,,02 5420112,87.00,135812,서울특별시 강남구 논현동 6-0번지 ,,,영동호텔증기탕,20011115000000,I,2018-08-31 23:59:59.0,목욕장업 기타,202108.433846703    ,446160.618240423    ,목욕장업 기타,9,0,3,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1986-00202,19861220,,03,폐업,02,폐업,20031212,,,,02 5570111,667.14,135874,서울특별시 강남구 삼성동 112-5번지 ,,,뉴월드여자사우나,20031215000000,I,2018-08-31 23:59:59.0,공동탕업,203943.258999722    ,445342.390544546    ,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3220000,3220000-202-1986-00203,19861220,,01,영업/정상,01,영업,,,,,02 5570111,245.63,135874,서울특별시 강남구 삼성동 112-5번지 ,서울특별시 강남구 봉은사로 410 (삼성동),06153,라마다남자사우나,20190816154426,U,2019-08-18 02:40:00.0,공동탕업,203943.258999722    ,445342.390544546    ,공동탕업,0,0,,,,,0,0,0,N,0,,,,,0,,,,,N
3220000,3220000-202-1986-00265,19860310,,03,폐업,02,폐업,19951004,,,,02 5628355,282.56,135935,서울특별시 강남구 역삼동 826-8번지 ,,,영빈탕,20010803000000,I,2018-08-31 23:59:59.0,공동탕업,202540.123155393    ,443749.246558155    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1986-00274,19860506,,03,폐업,02,폐업,19920107,,,,0205530101,.00,135998,서울특별시 강남구 대치동 937-0번지 ,,,그랜드,19990204000000,I,2018-08-31 23:59:59.0,공동탕업,204669.543366778    ,443873.621189048    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1986-00277,19861226,,03,폐업,02,폐업,20060601,,,,02 4452560,679.00,135994,서울특별시 강남구 개포동 186번지 ,,,청송탕,20051118000000,I,2018-08-31 23:59:59.0,공동탕업,205825.069567065    ,442975.541433029    ,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3220000,3220000-202-1986-00281,19861219,,03,폐업,02,폐업,19980121,,,,02 5540850,709.39,135882,서울특별시 강남구 삼성동 169-0번지 ,,,진양탕,20011115000000,I,2018-08-31 23:59:59.0,공동탕업,205611.579905873    ,445395.50794402     ,공동탕업,5,0,3,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1986-00286,19860901,,03,폐업,02,폐업,20000627,,,,0234624221,534.59,135860,서울특별시 강남구 도곡동 957-10번지 지하1층 ,,,낙원탕,20000627000000,I,2018-08-31 23:59:59.0,공동탕업,203124.220867335    ,442546.552791506    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1986-00331,19860306,,03,폐업,02,폐업,19911231,,,,0205730535,788.32,135994,서울특별시 강남구 개포동 186-15번지 ,,,개포소망탕,20021006000000,I,2018-08-31 23:59:59.0,공동탕업,205940.627824515    ,443003.318632727    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1986-00336,19860307,,03,폐업,02,폐업,19990806,,,,0205678680,.00,135920,서울특별시 강남구 역삼동 718-29번지 ,,,성심탕,19990806000000,I,2018-08-31 23:59:59.0,공동탕업,203475.439597148    ,444287.116797865    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1986-00337,19861106,,03,폐업,02,폐업,20000621,,,,0205740421,300.32,135516,서울특별시 강남구 일원동 677-12번지 ,,,우진목욕장,20010803000000,I,2018-08-31 23:59:59.0,공동탕업,207231.166556636    ,443259.522449505    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1986-00345,19860322,,03,폐업,02,폐업,19950502,,,,02 5726576,644.32,135270,서울특별시 강남구 도곡동 464-0번지 ,,,한신탕,19990203000000,I,2018-08-31 23:59:59.0,공동탕업,204254.782968629    ,442744.847670936    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1986-00347,19860924,,03,폐업,02,폐업,19960315,,,,02 5557944,514.30,135931,서울특별시 강남구 역삼동 816-6번지 ,,,용일탕,20010803000000,I,2018-08-31 23:59:59.0,공동탕업,202344.864503231    ,444215.048139887    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1986-00348,19861220,,03,폐업,02,폐업,19980921,,,,02 5570111,123.00,135874,서울특별시 강남구 삼성동 112-5번지 ,,,뉴월드터키탕,20021218000000,I,2018-08-31 23:59:59.0,목욕장업 기타,203943.258999722    ,445342.390544546    ,목욕장업 기타,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1987-00204,19871207,,01,영업/정상,01,영업,,,,,02 5413111,296.18,135952,서울특별시 강남구 청담동 53-7번지 ,서울특별시 강남구 영동대로 737 (청담동),06071,호텔리베라사우나(남),20170414160748,I,2018-08-31 23:59:59.0,공동탕업,204714.758457103    ,446852.078363788    ,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3220000,3220000-202-1987-00205,19870513,,03,폐업,02,폐업,19930513,,,,02 5403451,298.49,135824,서울특별시 강남구 논현동 151-30번지 ,,,힐탑관광호텔사우나,20020313000000,I,2018-08-31 23:59:59.0,한증막업,202708.424437436    ,445478.950854571    ,한증막업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1987-00206,19871207,,01,영업/정상,01,영업,,,,,02 5413111,785.48,135952,서울특별시 강남구 청담동 53-7번지 ,서울특별시 강남구 영동대로 737 (청담동),06071,호텔리베라사우나(여),20170414164627,I,2018-08-31 23:59:59.0,공동탕업,204714.758457103    ,446852.078363788    ,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3220000,3220000-202-1987-00230,19870227,,03,폐업,02,폐업,20030905,,,,02 5564677,163.25,135920,서울특별시 강남구 역삼동 719-33번지 ,,,수양불한증막,20030908000000,I,2018-08-31 23:59:59.0,한증막업,203580.628502275    ,444311.672978324    ,한증막업,,,,,,,,,,N,,,,,,,,,,,N
3220000,3220000-202-1987-00231,19871005,,03,폐업,02,폐업,20141007,,,,5666228,268.18,135501,서울특별시 강남구 대치동 989-1번지 ,서울특별시 강남구 도곡로 504 (대치동),06282,은마불한증막,20071114111607,I,2018-08-31 23:59:59.0,한증막업,205381.154203071    ,444068.695921642    ,한증막업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1987-00284,19871230,,03,폐업,02,폐업,20140728,,,,02 5498205,644.06,135822,서울특별시 강남구 논현동 125-4번지 ,서울특별시 강남구 학동로 142 (논현동),06111,여성전용숙한증막,20090701141441,I,2018-08-31 23:59:59.0,공동탕업,202280.549162636    ,445578.607409198    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1987-00290,19870223,,03,폐업,02,폐업,19941101,,,,0205564677,370.08,135920,서울특별시 강남구 역삼동 719-33번지 ,,,수양탕,20010803000000,I,2018-08-31 23:59:59.0,공동탕업,203580.628502275    ,444311.672978324    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1987-00338,19870109,,03,폐업,02,폐업,20000928,,,,02 5544154,304.05,135917,서울특별시 강남구 역삼동 688-1번지 ,,,역삼수정탕,20000928000000,I,2018-08-31 23:59:59.0,공동탕업,203474.299696366    ,445065.981461532    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1987-00339,19870113,,03,폐업,02,폐업,20100913,,,,02 5497662,261.42,135822,서울특별시 강남구 논현동 141-16번지 ,,,강남탕,20070516000000,I,2018-08-31 23:59:59.0,공동탕업,201957.068179557    ,445393.108095998    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1987-00340,19870114,,03,폐업,02,폐업,20191129,,,,0222262773,611.15,135516,서울특별시 강남구 일원동 682번지 ,서울특별시 강남구 일원로5길 6 (일원동),06343,옥천탕,20191129143020,U,2019-12-01 02:40:00.0,공동탕업,207139.307975369    ,443163.636127784    ,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3220000,3220000-202-1987-00341,19870117,,03,폐업,02,폐업,20090617,,,,02 5485719,698.26,135894,서울특별시 강남구 신사동 614-1번지 ,,,호텔팝그린사우나,20061012000000,I,2018-08-31 23:59:59.0,공동탕업,202545.595431159    ,447231.954885143    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1987-00342,19870618,,03,폐업,02,폐업,20060411,,,,02 5499190,323.47,135952,서울특별시 강남구 청담동 50-2번지 ,,,청담탕,20050503000000,I,2018-08-31 23:59:59.0,공동탕업,204359.310905262    ,446886.095684986    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3220000,3220000-202-1987-00343,19870814,,03,폐업,02,폐업,20050518,,,,02 5569624,402.14,135080,서울특별시 강남구 역삼동 652-14번지 ,15 ,,,역삼탕,20030315000000,I,2018-08-31 23:59:59.0,공동탕업,,,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3220000,3220000-202-1987-00344,19871005,,03,폐업,02,폐업,20050728,,,,02 5669700,258.60,135080,서울특별시 강남구 역삼동 601-7번지 ,8 ,,,남서울탕,20030820000000,I,2018-08-31 23:59:59.0,공동탕업,202197.944660462    ,444669.498613203    ,공동탕업,5,,,,,,,,,N,,,,,,,,,,,N
3220000,3220000-202-1987-00346,19871219,,01,영업/정상,01,영업,,,,,02 5774177,577.09,135802,서울특별시 강남구 개포동 159-2번지 ,서울특별시 강남구 선릉로8길 12 (개포동),06325,개포사우나,20140609162015,I,2018-08-31 23:59:59.0,공동탕업,205383.963331508    ,442307.749979092    ,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
